StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q69,Q62,Q63,P1,P2,P3,1,2,3,4,5,T_First Click,T_Last Click,T_Page Submit,T_Click Count,6,7,8,9,10,T_First Click,T_Last Click,T_Page Submit,T_Click Count,11,12,13,14,15,T_First Click,T_Last Click,T_Page Submit,T_Click Count,16,17,18,19,20,T_First Click,T_Last Click,T_Page Submit,T_Click Count,21,22,23,24,25,T_First Click,T_Last Click,T_Page Submit,T_Click Count,26,27,28,29,30,T_First Click,T_Last Click,T_Page Submit,T_Click Count,31,32,33,34,35,T_First Click,T_Last Click,T_Page Submit,T_Click Count,36,37,38,39,40,T_First Click,T_Last Click,T_Page Submit,T_Click Count,41,42,43,44,45,T_First Click,T_Last Click,T_Page Submit,T_Click Count,46,47,48,49,50,Q79_First Click,Q79_Last Click,Q79_Page Submit,Q79_Click Count,SC0,SC1,SC2,Date,Time,Participant,Experiment,Q_TotalDuration,Q69 - Topics
10/10/2018 13:28,10/10/2018 15:32,IP Address,144.121.36.227,100,7425,TRUE,10/10/2018 15:32,R_28Y7NvpSAwJl2vC,,,,,42.36709595,-72.46459961,anonymous,EN,52.031,5312.573,5313.313,3,10-Oct-18,140,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.025,17.864,18.571,6,D. present,A. ruling,D. risk,C. back and forth,E. little trick,4.587,32.436,34.28,6,B. presuppose,D. destructively,A concluding,B. reach it,D. hidden,3.204,45.524,46.465,7,D. skilled,C. balcony,E. unavoidable,C. unconquerable,C. an expert,5.684,34.084,35.15,5,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,3.274,34.443,37.512,6,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,5.455,31.726,32.813,5,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,9.56,45.096,46.105,7,D. misfortune,D. short,A. shortly,E. yield,E. ill-tempered,2.796,32.42,35.891,6,B. call up,E. hindered,D. bog,A. irregularly,C. profitable,3.108,21.812,22.63,7,B. independence,A. unexampled,D. flooded,A. doctrines,B. impending,6.561,27.313,28.601,6,44,6,50,10/10/2018,3:32 PM,140,,7425,
10/17/2018 13:21,10/17/2018 15:17,IP Address,144.121.36.236,100,6955,TRUE,10/17/2018 15:17,R_2U6g8xFSYPzjz5M,,,,,42.19509888,-72.10379791,anonymous,EN,4293.696,4434.728,4435.912,4,17-Oct-18,141,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,6.136,18.32,19.435,5,D. present,A. ruling,E. profit,C. back and forth,E. little trick,2.961,28.152,29.726,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,3.547,36.868,37.778,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,4.734,28.79,30.926,5,C. mixture,C. exciting,C. out-of-date,C. skillful,E. assistance,8.49,28.586,30.442,5,B. urgent,B. perceived,A. unconscious,A. years,B. minutes,3.62,30.163,31.344,6,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,2.903,30.739,31.958,5,E. capability,D. short,B. lively,E. yield,E. ill-tempered,3.761,30.529,31.552,6,B. call up,E. hindered,C. sharp glance,B. always,C. profitable,3.613,28.055,30.088,5,B. independence,A. unexampled,D. flooded,B. renters,B. impending,3.04,23.944,25.532,6,40,10,50,10/17/2018,3:17 PM,141,,6955,
10/18/2018 15:25,10/18/2018 17:39,IP Address,144.121.36.243,100,8017,TRUE,10/18/2018 17:39,R_DzPbHt0LCmub7Db,,,,,42.31790161,-72.64019775,anonymous,EN,6250.658,6258.433,6260.209,3,10/18/2018,142,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.497,17.216,17.837,5,D. present,A. ruling,D. risk,C. back and forth,A. small article,2.488,22.25,23.472,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,1.381,39.628,40.297,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,2.197,14.31,15.034,7,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,4.375,20.615,22.677,7,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,6.158,27.526,28.462,7,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,5.438,30.046,30.679,5,D. misfortune,D. short,D. excessively,E. yield,E. ill-tempered,4.653,19.388,20.305,5,B. call up,E. hindered,D. bog,B. always,C. profitable,1.669,14.726,15.538,7,B. independence,B. uncertain,D. flooded,A. doctrines,B. impending,2.058,18.906,20.159,7,49,1,50,10/18/2018,5:39 PM,142,,8017,
10/31/2018 16:39,10/31/2018 17:03,IP Address,144.121.36.235,100,1421,TRUE,10/31/2018 17:03,R_29hW2ysLWOjyxT1,,,,,42.19509888,-72.10379791,anonymous,EN,12.145,22.652,24.035,5,10/31/2018,143,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.891,22.563,23.255,5,D. present,A. ruling,D. risk,A. up,E. little trick,6.773,31.988,32.655,5,D. suggest,B. helplessly,D. discerning,D. work toward it,D. hidden,11.312,54.591,55.572,8,D. skilled,C. balcony,E. unavoidable,C. unconquerable,C. an expert,4.747,38.722,39.933,7,C. mixture,C. exciting,C. out-of-date,A. sly,D. revenge,8.433,36.408,37.035,5,B. urgent,D. heard,A. unconscious,D. ages,D. gadgets,6.139,30.33,31.532,6,C. aspects,C. ruin,D. vagueness,E. pliability,D. silly,4.9,30.917,31.347,6,D. misfortune,E. legal,B. lively,E. yield,C. clever,8.219,36.602,45.198,10,D. plot,E. hindered,E. breed of cat,E. frequently,C. profitable,3.274,24.777,25.527,7,C. motor-driven,B. uncertain,E. discovered,B. renters,B. impending,4.486,30.74,31.608,7,30,20,50,10/31/2018,5:03 PM,143,,1421,
10/31/2018 13:27,10/31/2018 16:40,IP Address,144.121.36.235,0,11589,FALSE,10/31/2018 20:40,R_2yaqld6ondczEEY,,,,,,,anonymous,EN,128.629,280.777,334.464,12,10/31/2018,143,Morph21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,11589,
10/24/2018 13:31,10/24/2018 15:18,IP Address,144.121.36.224,100,6396,TRUE,10/24/2018 15:18,R_1MSviAtiwRluy83,,,,,42.19509888,-72.10379791,anonymous,EN,3.493,70.452,79.44,4,10/24/2018,144,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.518,19.446,20.171,5,D. present,A. ruling,D. risk,C. back and forth,A. small article,2.887,28.775,29.547,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,2.121,24.042,25.11,6,D. skilled,C. balcony,E. unavoidable,C. unconquerable,C. an expert,4.533,27.637,28.549,5,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,4.001,21.009,22.099,6,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,3.019,16.667,17.263,5,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,3.856,27.471,28.321,8,D. misfortune,D. short,E. moderately,E. yield,E. ill-tempered,3.061,21.63,22.343,5,B. call up,E. hindered,D. bog,E. frequently,C. profitable,6.79,29.469,31.068,6,B. independence,A. unexampled,D. flooded,C. occupants,C. timely,6.023,30.305,31.301,7,45,5,50,10/24/2018,3:18 PM,144,,6396,
10/25/2018 13:30,10/25/2018 15:24,IP Address,144.121.36.236,100,6826,TRUE,10/25/2018 15:24,R_1IW8cHjxNrs6Mhq,,,,,42.19509888,-72.10379791,anonymous,EN,3172.979,3185.674,3194.758,3,25-Oct-18,145,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.599,19.559,20.159,5,D. present,A. ruling,D. risk,B. away,E. little trick,2.611,27.491,32.017,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,2.612,49.34,50.151,6,B. talkative,C. balcony,E. unavoidable,C. unconquerable,C. an expert,3.93,26.901,27.857,7,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,3.991,22.799,24.46,5,D. unnecessary,B. perceived,A. unconscious,D. ages,E. sayings,5.968,29.448,30.078,6,E. skills,C. ruin,A. awkwardness,E. pliability,C. crazy,5.153,43.209,43.926,9,D. misfortune,B. awkward,A. shortly,E. yield,E. ill-tempered,4.359,26.486,27.097,5,B. call up,E. hindered,D. bog,D. usually,C. profitable,2.082,37.588,38.252,6,B. independence,A. unexampled,E. discovered,B. renters,C. timely,3.75,28.894,29.835,5,36,14,50,10/25/2018,3:24 PM,145,,6826,
10/29/2018 13:14,10/29/2018 15:42,IP Address,144.121.36.245,100,8921,TRUE,10/29/2018 15:42,R_1CBivGvlAmleC0A,,,,,42.19509888,-72.10379791,anonymous,EN,3842.612,3850.963,3852.496,2,29-Oct-18,146,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.618,19.777,20.588,8,D. present,A. ruling,D. risk,C. back and forth,A. small article,2.76,22.689,23.841,5,B. presuppose,D. destructively,D. discerning,B. reach it,B. opaque,4.117,30.037,30.955,5,D. skilled,A. happy farewell,E. unavoidable,C. unconquerable,A. a nobleman,7.432,28.865,29.863,5,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,4.52,34.415,35.354,8,B. urgent,B. perceived,A. unconscious,A. years,E. sayings,4.096,28.025,28.628,5,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,5.206,34.996,36.33,6,A. faith,E. legal,A. shortly,E. yield,A. ancient,8.934,36.422,37.219,8,B. call up,E. hindered,A. small mirror,B. always,C. profitable,3.013,33.718,34.634,7,B. independence,B. uncertain,B. occupied,A. doctrines,B. impending,4.969,27.152,28.227,6,39,11,50,10/29/2018,3:42 PM,146,,8921,
10/30/2018 13:20,10/30/2018 15:15,IP Address,144.121.36.227,100,6939,TRUE,10/30/2018 15:15,R_1CHYcNAssuWxPAp,,,,,42.36709595,-72.46459961,anonymous,EN,6041.792,6045.231,6046.046,3,30-Oct-18,147,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.428,17.196,18.079,5,D. present,A. ruling,D. risk,C. back and forth,E. little trick,2.687,29.819,30.568,5,B. presuppose,B. helplessly,D. discerning,B. reach it,C. clear,10.622,52.172,53.042,5,D. skilled,A. happy farewell,E. unavoidable,C. unconquerable,C. an expert,3.365,39.244,40.402,7,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,2.4,26.241,27.285,10,B. urgent,E. soothed,A. unconscious,D. ages,E. sayings,5.92,40.616,41.774,8,C. aspects,C. ruin,B. strangeness,E. pliability,D. silly,4.314,36.188,37.272,6,D. misfortune,C. spicy,D. excessively,E. yield,E. ill-tempered,11.72,57.569,58.264,10,B. call up,E. hindered,D. bog,E. frequently,C. profitable,2.61,29.107,30.04,5,A. technical perfection,B. uncertain,B. occupied,E. structures,B. impending,3.07,28.965,30.14,8,37,13,50,10/30/2018,3:15 PM,147,,6939,
11/9/2018 13:20,11/9/2018 15:56,IP Address,144.121.36.229,100,9350,TRUE,11/9/2018 15:56,R_AtygW19E4bqtraN,,,,,42.31790161,-72.64019775,anonymous,EN,69.402,77.433,78.71,5,11/9/2018,150,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,4.842,22.669,23.577,6,D. present,A. ruling,D. risk,C. back and forth,E. little trick,4.126,38.862,39.636,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,5.326,37.281,38.99,7,D. skilled,A. happy farewell,E. unavoidable,C. unconquerable,C. an expert,3.745,34.23,38.608,5,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,4.292,24.931,25.801,6,B. urgent,B. perceived,A. unconscious,D. ages,D. gadgets,3.606,65.142,65.768,5,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,3.566,34.326,35.208,6,D. misfortune,D. short,D. excessively,E. yield,E. ill-tempered,10.659,31.29,32.533,5,B. call up,E. hindered,D. bog,B. always,C. profitable,2.424,29.903,31.3,5,B. independence,A. unexampled,D. flooded,C. occupants,B. impending,3.12,38.818,40.054,5,46,4,50,11/9/2018,3:56 PM,150,,9350,
11/12/2018 13:21,11/12/2018 14:17,IP Address,144.121.36.255,7,3321,FALSE,11/12/2018 18:22,R_12EzGuasAcKHU5x,,,,,,,anonymous,EN,2666.603,2678.81,2680.093,3,12-Nov-18,151,Morph21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,3321,
11/13/2018 13:22,11/13/2018 15:10,IP Address,144.121.36.233,100,6468,TRUE,11/13/2018 15:10,R_3fAxPzqQo2rE91F,,,,,42.36709595,-72.46459961,anonymous,EN,66.907,77.995,79.125,3,11/13/2018,152,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,2.524,16.819,17.686,5,D. present,A. ruling,D. risk,C. back and forth,A. small article,5.406,22.728,23.898,5,B. presuppose,B. helplessly,D. discerning,B. reach it,D. hidden,5.094,22.549,23.667,7,D. skilled,A. happy farewell,D. tireless,C. unconquerable,C. an expert,4.112,23.959,24.908,5,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,6.259,19.979,21.384,10,B. urgent,B. perceived,A. unconscious,D. ages,A. crowds,5.39,24.653,25.761,6,C. aspects,C. ruin,A. awkwardness,E. pliability,A. self-conscious,2.874,26.922,28.694,7,D. misfortune,D. short,A. shortly,E. yield,E. ill-tempered,12.926,42.349,43.129,10,B. call up,E. hindered,D. bog,B. always,C. profitable,2.231,20.59,21.051,9,B. independence,A. unexampled,D. flooded,A. doctrines,B. impending,5.416,28.831,29.413,9,43,7,50,11/13/2018,3:10 PM,152,,6468,
11/14/2018 6:43,11/14/2018 15:23,IP Address,144.121.36.231,100,31186,TRUE,11/14/2018 15:23,R_dhhopEkl4z2oRW1,,,,,42.36709595,-72.46459961,anonymous,EN,11518.943,11535.055,11538.313,5,11/14/2018,153,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.894,18.589,19.578,6,D. present,A. ruling,D. risk,C. back and forth,A. small article,5.73,30.835,32.227,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,5.035,34.083,35.238,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,3.383,34.099,35.178,7,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,7.291,36.082,37.06,7,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,5.906,28.61,29.447,9,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,4.402,18.763,20.024,6,D. misfortune,D. short,D. excessively,E. yield,E. ill-tempered,4.736,23.664,24.011,6,B. call up,E. hindered,C. sharp glance,B. always,C. profitable,1.846,31.389,32.929,6,B. independence,A. unexampled,D. flooded,A. doctrines,B. impending,2.051,24.97,26.175,9,49,1,50,11/14/2018,3:23 PM,153,,31186,
11/28/2018 13:53,11/28/2018 16:03,IP Address,144.121.36.249,100,7766,TRUE,11/28/2018 16:03,R_2RQdIUXLFETd4pv,,,,,42.31790161,-72.64019775,anonymous,EN,4944.24,4950.089,6283.484,3,11/28/2018,154,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.67,23.798,24.669,5,D. present,A. ruling,D. risk,B. away,D. gift,3.601,65.585,66.549,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,3.777,45.455,46.972,5,D. skilled,A. happy farewell,E. unavoidable,C. unconquerable,C. an expert,4.012,59.354,63.951,5,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,13.319,59.83,60.916,5,B. urgent,B. perceived,A. unconscious,D. ages,C. essays,6.095,61.288,62.275,6,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,5.021,81.396,82.227,5,D. misfortune,D. short,D. excessively,E. yield,E. ill-tempered,6.567,44.312,45.434,5,B. call up,E. hindered,D. bog,B. always,C. profitable,9.305,59.778,62.175,5,B. independence,A. unexampled,D. flooded,E. structures,B. impending,6.498,66.425,67.883,5,44,6,50,11/28/2018,4:03 PM,154,,7766,
12/3/2018 7:44,12/4/2018 15:10,IP Address,144.121.36.224,100,113214,TRUE,12/4/2018 15:10,R_3F2HoIfItFKHVq4,,,,,42.31790161,-72.64019775,anonymous,EN,8360.733,23133.235,23134.533,9,12/4/2018,155,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,4.685,25.773,26,7,D. present,A. ruling,D. risk,C. back and forth,E. little trick,3.119,20.006,24.37,7,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,1.927,24.958,25.768,8,A. active,D. country house,E. unavoidable,C. unconquerable,C. an expert,5.719,52.063,52.654,6,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,4.789,23.925,25.458,6,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,6.175,29.112,29.501,10,C. aspects,C. ruin,D. vagueness,E. pliability,D. silly,2.23,41.101,41.873,7,D. misfortune,B. awkward,D. excessively,E. yield,D. distrustful,20.574,130.262,131.866,5,B. call up,E. hindered,C. sharp glance,A. irregularly,C. profitable,3.048,111.746,112.544,7,B. independence,A. unexampled,D. flooded,B. renters,B. impending,2.437,18.46,19.568,5,41,9,50,12/4/2018,3:10 PM,155,,113214,
1/31/2019 11:21,1/31/2019 11:46,IP Address,144.121.36.233,100,1470,TRUE,1/31/2019 11:46,R_3kLANiW8ROhZI4o,,,,,42.31790161,-72.64019775,anonymous,EN,10.827,23.681,25.674,3,1/30/2019,156,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.462,18.701,19.836,5,D. present,A. ruling,D. risk,C. back and forth,E. little trick,2.645,19.5,20.36,5,D. suggest,D. destructively,D. discerning,B. reach it,D. hidden,4.903,43.998,44.946,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,3.138,27.872,31.662,7,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,11.796,34.179,35.981,6,E. constructive,C. scowled,D. free-flowing,D. ages,C. essays,6.53,40.486,41.747,5,C. aspects,C. ruin,E. willingness,E. pliability,D. silly,4.427,44.834,46.43,6,D. misfortune,D. short,A. shortly,E. yield,E. ill-tempered,4.698,30.566,31.515,5,A. join,C. accused,D. bog,D. usually,D. established,7.707,40.5,41.384,6,C. motor-driven,A. unexampled,D. flooded,C. occupants,A. important,10.103,39.964,43.589,7,34,16,50,1/31/2019,11:46 AM,156,,1470,
2/4/2019 13:33,2/4/2019 14:15,IP Address,144.121.36.250,100,2537,TRUE,2/4/2019 14:15,R_OIoLCp7DMG5MuZj,,,,,42.31790161,-72.64019775,anonymous,EN,7.362,16.752,18.203,3,2/4/2019,157,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.295,17.31,18.32,8,D. present,A. ruling,D. risk,C. back and forth,E. little trick,2.934,35.135,36.151,5,B. presuppose,B. helplessly,D. discerning,B. reach it,D. hidden,3.432,35.888,36.756,5,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,4.591,23.56,25.335,5,C. mixture,E. tasteless,C. out-of-date,C. skillful,C. tumult,4.71,29.813,31.148,6,B. urgent,C. scowled,A. unconscious,D. ages,E. sayings,2.879,27.832,30.437,5,B. groups,C. ruin,E. willingness,E. pliability,D. silly,8.485,35.045,35.738,7,B. progress,D. short,D. excessively,E. yield,E. ill-tempered,15.662,35.685,36.273,5,B. call up,E. hindered,E. breed of cat,A. irregularly,C. profitable,1.898,20.473,21.981,6,B. independence,B. uncertain,B. occupied,A. doctrines,C. timely,8.993,39.009,39.975,7,37,13,50,2/4/2019,2:15 PM,157,,2537,
2/5/2019 11:37,2/5/2019 11:51,IP Address,144.121.36.250,100,840,TRUE,2/5/2019 11:51,R_1LoLf5jyvMt7YNB,,,,,42.31790161,-72.64019775,anonymous,EN,2.976,9.927,11.28,3,2/5/2019,158,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,4.821,31.893,32.725,8,D. present,A. ruling,D. risk,C. back and forth,E. little trick,6.67,50.214,51.181,6,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,9.238,50.836,51.827,6,D. skilled,C. balcony,E. unavoidable,C. unconquerable,C. an expert,7.771,75.707,78.583,13,C. mixture,C. exciting,B. not clear,A. sly,D. revenge,10.469,69.3,69.792,7,B. urgent,B. perceived,A. unconscious,E. seeds,D. gadgets,5.39,44.31,45.379,8,D. truths,C. ruin,A. awkwardness,E. pliability,D. silly,5.535,63.663,66.755,7,D. misfortune,A. wordy,E. moderately,E. yield,E. ill-tempered,13.731,67.99,68.641,7,B. call up,C. accused,E. breed of cat,A. irregularly,A. brilliant,2.309,67.298,68.682,7,E. welfare,B. uncertain,D. flooded,C. occupants,E. drastic,22.714,92.843,95.365,6,33,17,50,2/5/2019,11:51 AM,158,,840,
2/19/2019 11:39,2/19/2019 11:43,IP Address,144.121.36.255,100,229,TRUE,2/19/2019 11:43,R_26g1fGQNJy6vQRs,,,,,42.36709595,-72.46459961,anonymous,EN,1.086,7.773,9.07,4,2/19/2019,159,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.47,15.335,16.169,8,D. present,A. ruling,D. risk,C. back and forth,A. small article,2.462,17.837,19.392,8,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,1.727,13.031,13.729,6,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,3.572,16.38,17.126,6,C. mixture,C. exciting,C. out-of-date,A. sly,C. tumult,1.85,13.843,14.766,8,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,3.011,19.299,19.993,8,C. aspects,C. ruin,A. awkwardness,E. pliability,D. silly,3.448,16.759,17.746,6,D. misfortune,D. short,A. shortly,E. yield,E. ill-tempered,2.199,18.704,19.431,6,B. call up,E. hindered,C. sharp glance,B. always,C. profitable,2.373,17.973,18.657,6,B. independence,A. unexampled,B. occupied,A. doctrines,B. impending,2.687,26.694,27.225,7,47,3,50,2/19/2019,11:43 AM,159,,229,
2/21/2019 16:38,2/21/2019 16:44,IP Address,144.121.36.238,100,348,TRUE,2/21/2019 16:44,R_3CBJCwPYpyct4nE,,,,,42.36709595,-72.46459961,anonymous,EN,1.297,9.288,10.889,3,2/21/2019,160,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,3.19,22.39,23.017,9,D. present,A. ruling,D. risk,B. away,E. little trick,3.115,37.823,39.894,7,B. presuppose,D. destructively,C. disobeying,B. reach it,D. hidden,2.05,38.541,40.298,7,D. skilled,D. country house,E. unavoidable,C. unconquerable,C. an expert,3.205,23.964,24.991,5,C. mixture,C. exciting,C. out-of-date,C. skillful,C. tumult,2.981,22.493,23.365,8,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,4.96,26.384,27.013,8,B. groups,C. ruin,A. awkwardness,E. pliability,B. strange,8.132,23.228,26.832,5,D. misfortune,D. short,E. moderately,E. yield,E. ill-tempered,2.848,28.984,29.9,6,B. call up,E. hindered,E. breed of cat,B. always,C. profitable,4.593,23.777,24.551,5,B. independence,A. unexampled,B. occupied,B. renters,B. impending,2.766,16.031,16.857,5,40,10,50,2/21/2019,4:44 PM,160,,348,
2/22/2019 12:35,2/22/2019 12:47,IP Address,144.121.36.230,100,726,TRUE,2/22/2019 12:47,R_bJm76Ty6Nj22zZv,,,,,42.36709595,-72.46459961,anonymous,EN,0.961,9.05,10.524,3,2/22/2019,161,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,6.366,51.237,67.084,5,D. present,A. ruling,D. risk,C. back and forth,E. little trick,4.871,68.694,69.434,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,14.048,51.689,55.301,5,C. changeable,A. happy farewell,E. unavoidable,C. unconquerable,C. an expert,10.519,41.854,42.797,5,C. mixture,C. exciting,B. not clear,C. skillful,C. tumult,9.381,45.179,46.101,5,B. urgent,C. scowled,D. free-flowing,D. ages,B. minutes,7.558,58.262,59.744,7,C. aspects,C. ruin,D. vagueness,E. pliability,A. self-conscious,5.41,38.443,39.601,6,C. worry,A. wordy,E. moderately,E. yield,C. clever,14.971,63.771,65.288,9,A. join,D. improved,A. small mirror,A. irregularly,E. inventive,2.131,48.954,49.788,5,B. independence,B. uncertain,E. discovered,C. occupants,D. uncertain,6.181,49.23,50.13,7,27,23,50,2/22/2019,12:47 PM,161,,726,
2/28/2019 11:08,2/28/2019 11:27,IP Address,144.121.36.224,7,1138,FALSE,2/28/2019 15:27,R_2SpEY28xuwmllzR,,,,,,,anonymous,EN,113.628,120.285,121.488,3,2/28/2019,162,Morph21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1138,
2/28/2019 11:07,2/28/2019 11:27,IP Address,144.121.36.224,7,1222,FALSE,2/28/2019 15:27,R_1H5ltbCB7eMaBlz,,,,,,,anonymous,EN,1.754,8.914,9.683,3,2/28/2019,162,Morph21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,1222,
2/28/2019 20:59,2/28/2019 21:09,IP Address,144.121.36.247,100,623,TRUE,2/28/2019 21:09,R_2t43UTVy9hJuEoW,,,,,42.36709595,-72.46459961,anonymous,EN,1.087,7.575,8.969,3,2/28/2018,163,Morph21,D. food,C. fix,B. numbers,D. chubby,D. pardoned,B. tricking,E. pamphlet,E. one and only,15.085,43.547,44.842,5,D. present,A. ruling,D. risk,C. back and forth,A. small article,3.975,36.724,38.276,5,B. presuppose,D. destructively,D. discerning,B. reach it,D. hidden,5.023,37.122,38.179,6,D. skilled,D. country house,E. unavoidable,C. unconquerable,E. a snob,4.669,46.548,49.951,6,B. fruit dish,C. exciting,C. out-of-date,C. skillful,C. tumult,14.631,75.07,76.482,5,B. urgent,B. perceived,A. unconscious,D. ages,E. sayings,4.272,32.683,33.611,5,C. aspects,C. ruin,A. awkwardness,E. pliability,E. sympathetic,5.851,45.911,47.143,5,D. misfortune,D. short,D. excessively,E. yield,C. clever,5.138,36.462,38.085,5,B. call up,E. hindered,D. bog,B. always,C. profitable,3.739,26.099,27.264,5,B. independence,A. unexampled,C. touched,A. doctrines,B. impending,3.786,63.614,64.878,5,44,6,50,2/28/2019,9:09 PM,163,,623,
