SubjID,cw_target,cw_response_time,cw_famsize,cw_LogBf
S146,cleaner,552,L,7.96
S146,angelic,643,S,6.34
S146,guilty,498,S,7.36
S146,buyer,577,S,8.39
S146,striker,599,L,8.14
S146,listener,496,S,8.03
S146,swimmer,488,L,7.04
S146,painter,988,L,8.21
S146,insistent,558,S,7.4
S146,creamy,471,L,6.67
S146,hugely,528,S,7.56
S146,densely,504,S,6.48
S146,pusher,513,L,7.83
S146,stylish,612,L,7.66
S146,dancer,447,L,7.6
S146,tutoring,493,S,6.212606096
S146,mildness,575,S,6.52
S146,noticeable,567,S,8.14
S146,bomber,482,L,7.1
S146,dampish,579,L,6.43
S146,excitement,528,L,7.56
S146,heater,409,L,7.97
S146,widowed,553,S,6.21
S146,guarding,498,L,7.62
S146,faithful,615,L,7.19
S146,amazement,451,S,6.78
S146,bootless,647,L,6.85
S146,verbal,669,L,6.05
S146,boldness,564,S,5.94
S146,editor,449,L,7.17
S146,strangeness,526,S,7.98
S146,cooling,449,L,7.27
S146,barker,562,L,5.96
S146,cloudless,518,L,7.07
S146,risky,438,S,7.51
S146,allowance,422,S,8.52
S146,guileless,674,L,4.11
S146,singer,465,S,7.69
S146,dietary,452,S,7.07
S146,bossy,439,S,6.31
S146,campaigner,606,S,7.6
S146,attacker,463,S,8.13
S147,peaking,494,S,6.3
S147,costly,415,S,8.35
S147,shapely,472,L,7.55
S147,amusement,418,S,6.75
S147,heater,487,L,7.97
S147,buyer,478,S,8.39
S147,detectable,452,S,6.89
S147,knocker,474,L,7.01
S147,richness,512,S,7.96
S147,shameful,458,L,6.9
S147,laughing,434,L,8.34
S147,design,524,S,8.1
S147,pusher,512,L,7.83
S147,guilty,610,S,7.36
S147,awareness,498,S,7.78
S147,thruster,788,S,6.37
S147,bossy,485,S,6.31
S147,locally,714,S,8.41
S147,madness,637,L,7.17
S147,hunter,586,L,7.47
S147,boldness,606,S,5.94
S147,puncher,534,L,5.78
S147,collector,618,L,8.08
S147,weedy,845,L,6.59
S147,dancer,639,L,7.6
S147,cleaner,471,L,7.96
S147,planner,609,S,8.61
S147,parking,844,L,7.57
S147,composer,488,L,7.08
S147,grimly,667,S,6.31
S147,stylish,632,L,7.66
S147,dietary,579,S,7.07
S147,chilly,478,S,6.19
S147,quietly,494,L,7.9
S147,widowed,503,S,6.21
S147,boneless,574,L,7.31
S147,toaster,594,S,5.83
S147,conductor,645,L,6.99
S147,enjoyment,733,S,7.93
S147,jailer,485,S,6.52
S147,guileless,753,L,4.11
S147,risky,492,S,7.51
S147,hugely,558,S,7.56
S147,blindness,726,L,6.93
S147,cloudless,621,L,7.07
S147,swimmer,552,L,7.04
S147,raider,685,S,6.22
S147,singer,615,S,7.69
S147,bootless,959,L,6.85
S147,tutoring,512,S,6.212606096
S147,speller,30140,L,6.66
S147,lender,764,S,6.22
S147,allowance,489,S,8.52
S147,cooling,719,L,7.27
S147,flexible,535,L,6.5
S147,bearded,607,S,6.36
S147,magical,548,S,6.92
S147,mildness,504,S,6.52
S147,mossy,718,S,5
S147,excitement,566,L,7.56
S147,dampish,614,L,6.43
S147,kicking,548,L,6.92
S147,creamy,702,L,6.67
S147,jumping,518,L,7.24
S147,bomber,578,L,7.1
S147,renter,566,L,7.43
S147,editor,604,L,7.17
S147,densely,618,S,6.48
S147,campaigner,527,S,7.6
S147,attacker,669,S,8.13
S147,amazement,556,S,6.78
S147,doubtful,575,L,8.33
S147,insistent,666,S,7.4
S147,feeder,644,L,7.94
S147,dullness,680,S,6.56
S147,destroyer,632,S,7.55
S147,striker,716,L,8.14
S147,listener,417,S,8.03
S147,dreamer,662,L,7.75
S147,deafness,692,L,5.67
S147,seeker,604,S,7.68
S147,guarding,858,L,7.62
S147,avoidable,990,S,7.68
S147,dryness,634,L,7.77
S147,effortless,570,S,7.81
S147,neatly,583,S,6.83
S147,strangeness,648,S,7.98
S147,professor,601,L,8.18
S147,locker,800,L,7.41
S147,teacher,874,S,8.64
S147,barker,428,L,5.96
S147,angelic,793,S,6.34
S147,sailor,640,L,6.61
S147,faithful,692,L,7.19
S147,harmless,861,S,7
S147,wrongly,646,L,8.17
S147,verbal,983,L,6.05
S147,tossing,752,S,6.01
S147,painter,502,L,8.21
S147,noticeable,471,S,8.14
S150,hugely,995,S,7.56
S150,jailer,812,S,6.52
S150,dancer,680,L,7.6
S150,quietly,583,L,7.9
S150,sailor,531,L,6.61
S150,risky,616,S,7.51
S150,cooling,687,L,7.27
S150,stylish,703,L,7.66
S150,mossy,644,S,5
S150,guarding,994,L,7.62
S150,wrongly,668,L,8.17
S150,blindness,832,L,6.93
S150,painter,628,L,8.21
S150,lender,971,S,6.22
S150,design,607,S,8.1
S150,enjoyment,726,S,7.93
S150,editor,785,L,7.17
S150,dullness,976,S,6.56
S150,flexible,669,L,6.5
S150,harmless,643,S,7
S150,swimmer,787,L,7.04
S150,verbal,627,L,6.05
S150,neatly,639,S,6.83
S150,amazement,10571,S,6.78
S150,effortless,821,S,7.81
S150,hunter,609,L,7.47
S150,dietary,865,S,7.07
S150,striker,929,L,8.14
S150,awareness,641,S,7.78
S150,teacher,574,S,8.64
S150,laughing,638,L,8.34
S150,chilly,583,S,6.19
S150,dryness,623,L,7.77
S150,peaking,872,S,6.3
S150,barker,720,L,5.96
S150,widowed,790,S,6.21
S150,guileless,990,L,4.11
S150,magical,650,S,6.92
S150,puncher,692,L,5.78
S150,faithful,600,L,7.19
S150,detectable,719,S,6.89
S150,listener,647,S,8.03
S150,feeder,652,L,7.94
S150,richness,947,S,7.96
S150,jumping,958,L,7.24
S150,deafness,632,L,5.67
S150,speller,467,L,6.66
S150,bearded,806,S,6.36
S150,singer,544,S,7.69
S150,dreamer,579,L,7.75
S150,doubtful,639,L,8.33
S150,boneless,780,L,7.31
S150,allowance,737,S,8.52
S150,attacker,644,S,8.13
S150,cloudless,675,L,7.07
S150,bossy,636,S,6.31
S150,raider,601,S,6.22
S150,shameful,610,L,6.9
S150,toaster,528,S,5.83
S150,composer,568,L,7.08
S150,boldness,667,S,5.94
S150,guilty,580,S,7.36
S150,shapely,532,L,7.55
S150,heater,692,L,7.97
S150,strangeness,583,S,7.98
S150,excitement,631,L,7.56
S150,cleaner,559,L,7.96
S150,locally,662,S,8.41
S150,insistent,994,S,7.4
S150,grimly,556,S,6.31
S150,buyer,673,S,8.39
S150,planner,634,S,8.61
S150,tossing,625,S,6.01
S150,creamy,531,L,6.67
S150,dampish,993,L,6.43
S150,tutoring,707,S,6.212606096
S150,costly,629,S,8.35
S150,campaigner,13853,S,7.6
S150,thruster,995,S,6.37
S150,amusement,736,S,6.75
S150,noticeable,659,S,8.14
S150,conductor,645,L,6.99
S150,knocker,598,L,7.01
S150,mildness,602,S,6.52
S150,locker,510,L,7.41
S150,madness,524,L,7.17
S150,bomber,637,L,7.1
S150,destroyer,946,S,7.55
S150,professor,615,L,8.18
S150,weedy,626,L,6.59
S150,renter,668,L,7.43
S150,pusher,962,L,7.83
S150,densely,831,S,6.48
S150,parking,667,L,7.57
S150,bootless,689,L,6.85
S150,angelic,700,S,6.34
S150,seeker,553,S,7.68
S150,collector,602,L,8.08
S150,avoidable,673,S,7.68
S150,kicking,776,L,6.92
S151,noticeable,536,S,8.14
S151,knocker,557,L,7.01
S151,raider,553,S,6.22
S151,awareness,399,S,7.78
S151,wrongly,420,L,8.17
S151,hunter,537,L,7.47
S151,listener,387,S,8.03
S151,verbal,445,L,6.05
S151,doubtful,427,L,8.33
S151,attacker,486,S,8.13
S151,weedy,551,L,6.59
S151,mossy,611,S,5
S151,deafness,656,L,5.67
S151,destroyer,627,S,7.55
S151,dampish,774,L,6.43
S151,dancer,570,L,7.6
S151,boneless,491,L,7.31
S151,bearded,675,S,6.36
S151,toaster,409,S,5.83
S151,puncher,704,L,5.78
S151,pusher,455,L,7.83
S151,dryness,613,L,7.77
S151,composer,601,L,7.08
S151,angelic,813,S,6.34
S151,creamy,686,L,6.67
S151,heater,17843,L,7.97
S151,guilty,478,S,7.36
S151,quietly,383,L,7.9
S151,seeker,452,S,7.68
S151,bomber,644,L,7.1
S151,shapely,488,L,7.55
S151,locker,585,L,7.41
S151,jailer,523,S,6.52
S151,stylish,478,L,7.66
S151,enjoyment,525,S,7.93
S151,speller,610,L,6.66
S151,amusement,463,S,6.75
S151,kicking,433,L,6.92
S151,densely,772,S,6.48
S151,professor,539,L,8.18
S151,laughing,431,L,8.34
S151,dullness,791,S,6.56
S151,conductor,492,L,6.99
S151,grimly,467,S,6.31
S151,amazement,392,S,6.78
S151,lender,917,S,6.22
S151,avoidable,468,S,7.68
S151,dietary,561,S,7.07
S151,bootless,3923,L,6.85
S151,detectable,600,S,6.89
S151,excitement,445,L,7.56
S151,shameful,459,L,6.9
S151,sailor,524,L,6.61
S151,campaigner,478,S,7.6
S151,faithful,446,L,7.19
S151,design,462,S,8.1
S151,editor,558,L,7.17
S151,collector,527,L,8.08
S151,barker,849,L,5.96
S151,dreamer,545,L,7.75
S151,effortless,501,S,7.81
S151,hugely,993,S,7.56
S151,insistent,996,S,7.4
S151,buyer,493,S,8.39
S151,risky,630,S,7.51
S151,tutoring,606,S,6.212606096
S151,swimmer,702,L,7.04
S151,harmless,615,S,7
S151,teacher,527,S,8.64
S151,cloudless,439,L,7.07
S151,richness,611,S,7.96
S151,feeder,451,L,7.94
S151,jumping,49737,L,7.24
S151,boldness,512,S,5.94
S151,mildness,820,S,6.52
S151,guarding,731,L,7.62
S151,strangeness,717,S,7.98
S151,flexible,652,L,6.5
S151,locally,511,S,8.41
S151,bossy,506,S,6.31
S151,magical,700,S,6.92
S151,tossing,637,S,6.01
S151,renter,547,L,7.43
S151,guileless,987,L,4.11
S151,neatly,534,S,6.83
S151,peaking,697,S,6.3
S151,costly,559,S,8.35
S151,chilly,989,S,6.19
S151,planner,493,S,8.61
S151,painter,486,L,8.21
S151,parking,811,L,7.57
S151,widowed,787,S,6.21
S151,cleaner,721,L,7.96
S151,allowance,448,S,8.52
S151,singer,548,S,7.69
S151,thruster,947,S,6.37
S151,striker,474,L,8.14
S151,madness,811,L,7.17
S151,cooling,456,L,7.27
S151,blindness,647,L,6.93
S152,noticeable,992,S,8.14
S152,design,577,S,8.1
S152,magical,702,S,6.92
S152,jumping,583,L,7.24
S152,flexible,558,L,6.5
S152,swimmer,540,L,7.04
S152,parking,575,L,7.57
S152,listener,537,S,8.03
S152,amusement,651,S,6.75
S152,guilty,535,S,7.36
S152,costly,592,S,8.35
S152,dullness,785,S,6.56
S152,weedy,693,L,6.59
S152,locally,610,S,8.41
S152,neatly,593,S,6.83
S152,planner,542,S,8.61
S152,locker,500,L,7.41
S152,guileless,994,L,4.11
S152,thruster,590,S,6.37
S152,campaigner,991,S,7.6
S152,collector,888,L,8.08
S152,cooling,874,L,7.27
S152,destroyer,601,S,7.55
S152,composer,766,L,7.08
S152,kicking,571,L,6.92
S152,tossing,578,S,6.01
S152,seeker,637,S,7.68
S152,striker,885,L,8.14
S152,amazement,994,S,6.78
S152,raider,26095,S,6.22
S152,doubtful,742,L,8.33
S152,wrongly,587,L,8.17
S152,harmless,575,S,7
S152,speller,507,L,6.66
S152,editor,719,L,7.17
S152,widowed,845,S,6.21
S152,dryness,611,L,7.77
S152,attacker,514,S,8.13
S152,blindness,755,L,6.93
S152,pusher,570,L,7.83
S152,deafness,660,L,5.67
S152,densely,838,S,6.48
S152,stylish,644,L,7.66
S152,bossy,644,S,6.31
S152,mossy,808,S,5
S152,madness,620,L,7.17
S152,effortless,666,S,7.81
S152,boneless,995,L,7.31
S152,awareness,807,S,7.78
S152,strangeness,702,S,7.98
S152,allowance,519,S,8.52
S152,enjoyment,39536,S,7.93
S152,bootless,535,L,6.85
S152,faithful,501,L,7.19
S152,peaking,841,S,6.3
S152,hunter,579,L,7.47
S152,singer,442,S,7.69
S152,quietly,610,L,7.9
S152,laughing,563,L,8.34
S152,tutoring,768,S,6.212606096
S152,richness,367,S,7.96
S152,angelic,985,S,6.34
S152,professor,660,L,8.18
S152,barker,780,L,5.96
S152,feeder,894,L,7.94
S152,insistent,794,S,7.4
S152,renter,725,L,7.43
S152,guarding,829,L,7.62
S152,verbal,743,L,6.05
S152,puncher,700,L,5.78
S152,dietary,719,S,7.07
S152,bomber,19402,L,7.1
S152,jailer,615,S,6.52
S152,dampish,927,L,6.43
S152,conductor,831,L,6.99
S152,avoidable,764,S,7.68
S152,shameful,710,L,6.9
S152,shapely,552,L,7.55
S152,heater,889,L,7.97
S152,buyer,527,S,8.39
S152,excitement,811,L,7.56
S152,creamy,542,L,6.67
S152,toaster,552,S,5.83
S152,dreamer,651,L,7.75
S152,knocker,574,L,7.01
S152,cleaner,724,L,7.96
S152,cloudless,886,L,7.07
S152,sailor,646,L,6.61
S152,boldness,722,S,5.94
S152,painter,726,L,8.21
S152,detectable,821,S,6.89
S152,teacher,643,S,8.64
S152,grimly,910,S,6.31
S152,bearded,811,S,6.36
S152,lender,916,S,6.22
S152,dancer,613,L,7.6
S152,risky,678,S,7.51
S152,mildness,741,S,6.52
S152,chilly,638,S,6.19
S152,hugely,718,S,7.56
S153,quietly,862,L,7.9
S153,excitement,596,L,7.56
S153,cloudless,831,L,7.07
S153,deafness,994,L,5.67
S153,blindness,585,L,6.93
S153,guileless,990,L,4.11
S153,dullness,627,S,6.56
S153,knocker,992,L,7.01
S153,striker,634,L,8.14
S153,amazement,635,S,6.78
S153,editor,645,L,7.17
S153,angelic,568,S,6.34
S153,parking,556,L,7.57
S153,bearded,536,S,6.36
S153,puncher,520,L,5.78
S153,feeder,754,L,7.94
S153,professor,515,L,8.18
S153,dreamer,553,L,7.75
S153,richness,541,S,7.96
S153,magical,445,S,6.92
S153,teacher,567,S,8.64
S153,toaster,932,S,5.83
S153,kicking,520,L,6.92
S153,chilly,571,S,6.19
S153,composer,519,L,7.08
S153,detectable,594,S,6.89
S153,densely,549,S,6.48
S153,noticeable,489,S,8.14
S153,enjoyment,544,S,7.93
S153,conductor,572,L,6.99
S153,hugely,414,S,7.56
S153,jumping,494,L,7.24
S153,painter,492,L,8.21
S153,dampish,991,L,6.43
S153,singer,583,S,7.69
S153,bootless,751,L,6.85
S153,thruster,605,S,6.37
S153,insistent,632,S,7.4
S153,mildness,562,S,6.52
S153,guilty,595,S,7.36
S153,renter,862,L,7.43
S153,speller,582,L,6.66
S153,flexible,528,L,6.5
S153,creamy,506,L,6.67
S153,pusher,604,L,7.83
S153,locker,465,L,7.41
S153,widowed,537,S,6.21
S153,cleaner,454,L,7.96
S153,bossy,632,S,6.31
S153,risky,518,S,7.51
S153,dryness,537,L,7.77
S153,design,28880,S,8.1
S153,harmless,579,S,7
S153,heater,533,L,7.97
S153,boneless,775,L,7.31
S153,weedy,995,L,6.59
S153,verbal,540,L,6.05
S153,avoidable,709,S,7.68
S153,doubtful,582,L,8.33
S153,raider,640,S,6.22
S153,hunter,534,L,7.47
S153,barker,995,L,5.96
S153,shapely,677,L,7.55
S153,madness,610,L,7.17
S153,cooling,647,L,7.27
S153,locally,991,S,8.41
S153,campaigner,794,S,7.6
S153,amusement,694,S,6.75
S153,destroyer,706,S,7.55
S153,laughing,558,L,8.34
S153,attacker,589,S,8.13
S153,effortless,632,S,7.81
S153,costly,521,S,8.35
S153,dancer,588,L,7.6
S153,strangeness,993,S,7.98
S153,awareness,993,S,7.78
S153,listener,577,S,8.03
S153,allowance,988,S,8.52
S153,neatly,640,S,6.83
S153,planner,617,S,8.61
S153,wrongly,597,L,8.17
S153,dietary,993,S,7.07
S153,swimmer,613,L,7.04
S153,jailer,850,S,6.52
S153,seeker,635,S,7.68
S153,bomber,565,L,7.1
S153,buyer,563,S,8.39
S153,faithful,607,L,7.19
S153,guarding,576,L,7.62
S153,collector,510,L,8.08
S153,grimly,990,S,6.31
S153,mossy,785,S,5
S153,shameful,558,L,6.9
S153,tossing,536,S,6.01
S153,sailor,544,L,6.61
S153,peaking,553,S,6.3
S153,tutoring,481,S,6.212606096
S153,stylish,704,L,7.66
S153,lender,550,S,6.22
S153,boldness,991,S,5.94
S154,doubtful,827,L,8.33
S154,harmless,693,S,7
S154,chilly,796,S,6.19
S154,creamy,794,L,6.67
S154,kicking,684,L,6.92
S154,striker,554,L,8.14
S154,thruster,647,S,6.37
S154,locally,523,S,8.41
S154,cleaner,572,L,7.96
S154,bomber,671,L,7.1
S154,heater,628,L,7.97
S154,locker,601,L,7.41
S154,bearded,563,S,6.36
S154,bootless,507,L,6.85
S154,blindness,641,L,6.93
S154,shameful,572,L,6.9
S154,jumping,515,L,7.24
S154,barker,548,L,5.96
S154,parking,662,L,7.57
S154,speller,624,L,6.66
S154,composer,629,L,7.08
S154,amusement,717,S,6.75
S154,cooling,664,L,7.27
S154,feeder,740,L,7.94
S154,shapely,720,L,7.55
S154,quietly,609,L,7.9
S154,tutoring,805,S,6.212606096
S154,densely,990,S,6.48
S154,dampish,990,L,6.43
S154,risky,688,S,7.51
S154,planner,579,S,8.61
S154,listener,571,S,8.03
S154,awareness,765,S,7.78
S154,angelic,769,S,6.34
S154,richness,605,S,7.96
S154,pusher,582,L,7.83
S154,puncher,992,L,5.78
S154,noticeable,589,S,8.14
S154,sailor,803,L,6.61
S154,strangeness,526,S,7.98
S154,madness,716,L,7.17
S154,singer,502,S,7.69
S154,neatly,790,S,6.83
S154,toaster,606,S,5.83
S154,dancer,474,L,7.6
S154,dryness,463999,L,7.77
S154,magical,757,S,6.92
S154,excitement,674,L,7.56
S154,grimly,733,S,6.31
S154,verbal,811,L,6.05
S154,guarding,582,L,7.62
S154,dullness,905,S,6.56
S154,destroyer,795,S,7.55
S154,faithful,630,L,7.19
S154,detectable,745,S,6.89
S154,bossy,719,S,6.31
S154,enjoyment,682,S,7.93
S154,flexible,759,L,6.5
S154,laughing,729,L,8.34
S154,knocker,789,L,7.01
S154,cloudless,949,L,7.07
S154,buyer,712,S,8.39
S154,teacher,666,S,8.64
S154,campaigner,990,S,7.6
S154,conductor,736,L,6.99
S154,dreamer,857,L,7.75
S154,weedy,900,L,6.59
S154,stylish,673,L,7.66
S154,peaking,571,S,6.3
S154,seeker,727,S,7.68
S154,painter,641,L,8.21
S154,swimmer,645,L,7.04
S154,hugely,842,S,7.56
S154,deafness,692,L,5.67
S154,dietary,849,S,7.07
S154,design,569,S,8.1
S154,raider,696,S,6.22
S154,guilty,617,S,7.36
S154,wrongly,735,L,8.17
S154,boldness,775,S,5.94
S154,costly,636,S,8.35
S154,effortless,752,S,7.81
S154,allowance,612,S,8.52
S154,widowed,913,S,6.21
S154,insistent,549,S,7.4
S154,amazement,528,S,6.78
S154,renter,711,L,7.43
S154,attacker,589,S,8.13
S154,collector,927,L,8.08
S154,lender,566,S,6.22
S154,professor,505,L,8.18
S154,hunter,620,L,7.47
S154,guileless,806,L,4.11
S154,jailer,683,S,6.52
S154,avoidable,553,S,7.68
S154,editor,658,L,7.17
S154,mildness,606,S,6.52
S154,boneless,695,L,7.31
S154,tossing,694,S,6.01
S154,mossy,831,S,5
S155,destroyer,812,S,7.55
S155,attacker,698,S,8.13
S155,grimly,725,S,6.31
S155,dryness,725,L,7.77
S155,collector,561,L,8.08
S155,puncher,466,L,5.78
S155,awareness,567,S,7.78
S155,swimmer,716,L,7.04
S155,detectable,995,S,6.89
S155,neatly,645,S,6.83
S155,professor,574,L,8.18
S155,campaigner,677,S,7.6
S155,bootless,614,L,6.85
S155,teacher,632,S,8.64
S155,wrongly,703,L,8.17
S155,toaster,806,S,5.83
S155,peaking,631,S,6.3
S155,harmless,635,S,7
S155,stylish,991,L,7.66
S155,allowance,509,S,8.52
S155,feeder,519,L,7.94
S155,guarding,504,L,7.62
S155,mildness,991,S,6.52
S155,guilty,525,S,7.36
S155,doubtful,989,L,8.33
S155,magical,749,S,6.92
S155,enjoyment,13511,S,7.93
S155,madness,553,L,7.17
S155,guileless,686,L,4.11
S155,seeker,733,S,7.68
S155,planner,811,S,8.61
S155,sailor,517,L,6.61
S155,kicking,550,L,6.92
S155,pusher,508,L,7.83
S155,cloudless,537,L,7.07
S155,jailer,573,S,6.52
S155,design,544,S,8.1
S155,avoidable,829,S,7.68
S155,tutoring,578,S,6.212606096
S155,richness,993,S,7.96
S155,shapely,618,L,7.55
S155,bossy,800,S,6.31
S155,widowed,814,S,6.21
S155,dreamer,976,L,7.75
S155,raider,842,S,6.22
S155,densely,834,S,6.48
S155,weedy,702,L,6.59
S155,shameful,595,L,6.9
S155,listener,801,S,8.03
S155,verbal,594,L,6.05
S155,heater,593,L,7.97
S155,faithful,684,L,7.19
S155,angelic,562,S,6.34
S155,editor,595,L,7.17
S155,singer,539,S,7.69
S155,bomber,635,L,7.1
S155,creamy,512,L,6.67
S155,deafness,675,L,5.67
S155,quietly,768,L,7.9
S155,amusement,746,S,6.75
S155,costly,483,S,8.35
S155,blindness,471,L,6.93
S155,parking,786,L,7.57
S155,barker,599,L,5.96
S155,buyer,638,S,8.39
S155,excitement,663,L,7.56
S155,hunter,522,L,7.47
S155,dancer,556,L,7.6
S155,boldness,598,S,5.94
S155,tossing,610,S,6.01
S155,locker,544,L,7.41
S155,strangeness,772,S,7.98
S155,boneless,801,L,7.31
S155,lender,832,S,6.22
S155,noticeable,847,S,8.14
S155,jumping,579,L,7.24
S155,flexible,559,L,6.5
S155,hugely,622,S,7.56
S155,insistent,483,S,7.4
S155,composer,711,L,7.08
S155,locally,644,S,8.41
S155,dietary,456,S,7.07
S155,renter,758,L,7.43
S155,dampish,992,L,6.43
S155,mossy,564,S,5
S155,painter,668,L,8.21
S155,cooling,989,L,7.27
S155,knocker,915,L,7.01
S155,thruster,894,S,6.37
S155,amazement,626,S,6.78
S155,cleaner,802,L,7.96
S155,chilly,761,S,6.19
S155,conductor,679,L,6.99
S155,dullness,609,S,6.56
S155,effortless,688,S,7.81
S155,bearded,611,S,6.36
S155,striker,767,L,8.14
S155,speller,689,L,6.66
S155,risky,520,S,7.51
S155,laughing,555,L,8.34
S156,neatly,653,S,6.83
S156,verbal,578,L,6.05
S156,faithful,658,L,7.19
S156,amusement,685,S,6.75
S156,shameful,608,L,6.9
S156,pusher,910,L,7.83
S156,puncher,740,L,5.78
S156,raider,995,S,6.22
S156,hunter,687,L,7.47
S156,swimmer,800,L,7.04
S156,noticeable,639,S,8.14
S156,doubtful,513,L,8.33
S156,cleaner,575,L,7.96
S156,widowed,627,S,6.21
S156,hugely,991,S,7.56
S156,cooling,994,L,7.27
S156,wrongly,990,L,8.17
S156,cloudless,582,L,7.07
S156,guileless,994,L,4.11
S156,laughing,989,L,8.34
S156,dreamer,532,L,7.75
S156,dryness,638,L,7.77
S156,design,415,S,8.1
S156,locker,530,L,7.41
S156,allowance,646,S,8.52
S156,planner,844,S,8.61
S156,singer,658,S,7.69
S156,quietly,585,L,7.9
S156,grimly,995,S,6.31
S156,effortless,611,S,7.81
S156,insistent,996,S,7.4
S156,guilty,612,S,7.36
S156,kicking,923,L,6.92
S156,lender,921,S,6.22
S156,mossy,574,S,5
S156,conductor,539,L,6.99
S156,awareness,569,S,7.78
S156,editor,548,L,7.17
S156,thruster,939,S,6.37
S156,amazement,800,S,6.78
S156,tutoring,798,S,6.212606096
S156,boldness,644,S,5.94
S156,flexible,483,L,6.5
S156,locally,518,S,8.41
S156,buyer,628,S,8.39
S156,destroyer,828,S,7.55
S156,teacher,988,S,8.64
S156,campaigner,895,S,7.6
S156,listener,489,S,8.03
S156,toaster,506,S,5.83
S156,guarding,679,L,7.62
S156,painter,620,L,8.21
S156,parking,506,L,7.57
S156,detectable,992,S,6.89
S156,strangeness,834,S,7.98
S156,speller,994,L,6.66
S156,creamy,676,L,6.67
S156,dullness,729,S,6.56
S156,risky,792,S,7.51
S156,weedy,994,L,6.59
S156,feeder,994,L,7.94
S156,renter,971,L,7.43
S156,madness,989,L,7.17
S156,barker,919,L,5.96
S156,richness,618,S,7.96
S156,seeker,610,S,7.68
S156,collector,994,L,8.08
S156,bootless,682,L,6.85
S156,costly,600,S,8.35
S156,heater,632,L,7.97
S156,bomber,575,L,7.1
S156,peaking,508,S,6.3
S156,tossing,728,S,6.01
S156,stylish,479,L,7.66
S156,composer,927,L,7.08
S156,attacker,585,S,8.13
S156,bossy,583,S,6.31
S156,excitement,509,L,7.56
S156,angelic,823,S,6.34
S156,deafness,744,L,5.67
S156,chilly,649,S,6.19
S156,striker,559,L,8.14
S156,blindness,654,L,6.93
S156,dampish,989,L,6.43
S156,boneless,994,L,7.31
S156,shapely,878,L,7.55
S156,jumping,990,L,7.24
S156,jailer,993,S,6.52
S156,professor,860,L,8.18
S156,densely,861,S,6.48
S156,avoidable,894,S,7.68
S156,bearded,555,S,6.36
S156,enjoyment,642,S,7.93
S156,magical,484,S,6.92
S156,harmless,514,S,7
S156,knocker,670,L,7.01
S156,mildness,627,S,6.52
S156,dancer,547,L,7.6
S156,sailor,571,L,6.61
S156,dietary,724,S,7.07
S157,buyer,916,S,8.39
S157,guileless,338,L,4.11
S157,effortless,477,S,7.81
S157,laughing,355,L,8.34
S157,densely,356,S,6.48
S157,dreamer,370,L,7.75
S157,deafness,318,L,5.67
S157,dancer,352,L,7.6
S157,professor,342,L,8.18
S157,campaigner,420,S,7.6
S157,wrongly,368,L,8.17
S157,design,329,S,8.1
S157,detectable,384,S,6.89
S157,guarding,352,L,7.62
S157,faithful,326,L,7.19
S157,swimmer,304,L,7.04
S157,excitement,298,L,7.56
S157,allowance,329,S,8.52
S157,mossy,337,S,5
S157,richness,363,S,7.96
S157,jailer,367,S,6.52
S157,puncher,380,L,5.78
S157,listener,316,S,8.03
S157,barker,348,L,5.96
S157,renter,12230,L,7.43
S157,bomber,432,L,7.1
S157,strangeness,305,S,7.98
S157,risky,318,S,7.51
S157,singer,308,S,7.69
S157,shapely,293,L,7.55
S157,tossing,319,S,6.01
S157,toaster,348,S,5.83
S157,shameful,404,L,6.9
S157,heater,383,L,7.97
S157,grimly,424,S,6.31
S157,creamy,322,L,6.67
S157,striker,313,L,8.14
S157,lender,394,S,6.22
S157,pusher,362,L,7.83
S157,teacher,360,S,8.64
S157,bearded,407,S,6.36
S157,dryness,360,L,7.77
S157,hunter,355,L,7.47
S157,mildness,320,S,6.52
S157,cleaner,350,L,7.96
S157,insistent,347,S,7.4
S157,dullness,319,S,6.56
S157,jumping,358,L,7.24
S157,planner,404,S,8.61
S157,editor,435,L,7.17
S157,dampish,456,L,6.43
S157,bossy,406,S,6.31
S157,dietary,330,S,7.07
S157,speller,347,L,6.66
S157,verbal,332,L,6.05
S157,guilty,378,S,7.36
S157,weedy,357,L,6.59
S157,chilly,348,S,6.19
S157,awareness,337,S,7.78
S157,magical,361,S,6.92
S157,locally,363,S,8.41
S157,collector,402,L,8.08
S157,neatly,476,S,6.83
S157,noticeable,322,S,8.14
S157,kicking,357,L,6.92
S157,doubtful,369,L,8.33
S157,raider,418,S,6.22
S157,composer,378,L,7.08
S157,quietly,392,L,7.9
S157,cooling,373,L,7.27
S157,seeker,474,S,7.68
S157,conductor,497,L,6.99
S157,sailor,461,L,6.61
S157,harmless,375,S,7
S157,boldness,399,S,5.94
S157,widowed,473,S,6.21
S157,boneless,481,L,7.31
S157,madness,370,L,7.17
S157,knocker,393,L,7.01
S157,amusement,451,S,6.75
S157,peaking,393,S,6.3
S157,painter,349,L,8.21
S157,attacker,342,S,8.13
S157,stylish,451,L,7.66
S157,costly,489,S,8.35
S157,cloudless,476,L,7.07
S157,parking,513,L,7.57
S157,blindness,467,L,6.93
S157,tutoring,362,S,6.212606096
S157,hugely,397,S,7.56
S157,flexible,407,L,6.5
S157,avoidable,443,S,7.68
S157,destroyer,417,S,7.55
S157,angelic,492,S,6.34
S157,enjoyment,458,S,7.93
S157,locker,448,L,7.41
